flightNumber,departureCity,arrivalCity,departureTime,OrderID,ItemID,ItemName,UserID,SeatNumber,itemPrice,quantity,status,orderTime,itemWeight
107,Jakarta,Changi,2023-06-22 05:54:20,1398,3,Sandwich,7,B3,12.0,3,Success,2023-06-22 09:54:20,0.3
104,Changi,Kuching,2023-06-23 23:07:20,1399,3,Sandwich,66,B2,12.0,3,Success,2023-06-24 08:07:20,0.3
108,Changi,Manila,2023-06-22 02:21:20,1400,10,Hoodie,56,A3,70.0,4,Success,2023-06-22 10:21:20,1.5
109,Jakarta,Bangkok,2023-06-21 23:22:20,1401,3,Sandwich,65,B1,12.0,3,Success,2023-06-22 07:22:20,0.3
100,Changi,Bangkok,2023-06-18 17:05:20,1402,7,Beer,69,B2,8.0,4,Success,2023-06-18 19:05:20,0.3
104,Changi,Kuching,2023-06-21 04:39:20,1403,6,Coke,83,B1,5.0,4,Success,2023-06-21 13:39:20,0.1
105,Changi,Melbourne,2023-06-18 16:39:20,1404,1,Briyani,4,B1,25.0,5,Success,2023-06-18 19:39:20,0.5
109,Jakarta,Bangkok,2023-06-23 03:18:20,1405,6,Coke,55,C1,5.0,1,Success,2023-06-23 09:18:20,0.1
110,Melbourne,Changi,2023-06-18 13:16:20,1406,10,Hoodie,23,C3,70.0,4,Success,2023-06-18 23:16:20,1.5
102,Jakarta,Bangkok,2023-06-19 06:51:20,1407,2,Nasi Lemak,70,C3,15.0,2,Success,2023-06-19 17:51:20,0.7
102,Jakarta,Bangkok,2023-06-20 08:36:20,1408,2,Nasi Lemak,22,A1,15.0,2,Success,2023-06-20 09:36:20,0.7
107,Jakarta,Changi,2023-06-23 07:17:20,1409,3,Sandwich,33,A2,12.0,5,Success,2023-06-23 13:17:20,0.3
109,Jakarta,Bangkok,2023-06-21 23:22:20,1410,5,Dumplings,52,C3,20.0,5,Success,2023-06-22 08:22:20,0.4
110,Melbourne,Changi,2023-06-23 03:00:20,1411,8,Plane Miniature,56,A3,50.0,5,Success,2023-06-23 14:00:20,0.8
100,Changi,Bangkok,2023-06-23 20:03:20,1412,5,Dumplings,57,B2,20.0,2,Success,2023-06-24 00:03:20,0.4
107,Jakarta,Changi,2023-06-20 11:44:20,1413,2,Nasi Lemak,57,A3,15.0,3,Success,2023-06-20 15:44:20,0.7
107,Jakarta,Changi,2023-06-21 22:18:20,1414,2,Nasi Lemak,100,B3,15.0,4,Success,2023-06-21 22:18:20,0.7
105,Changi,Melbourne,2023-06-21 04:18:20,1415,4,Sushi,79,B2,30.0,4,Success,2023-06-21 09:18:20,0.2
105,Changi,Melbourne,2023-06-18 16:39:20,1416,4,Sushi,39,C2,30.0,3,Success,2023-06-18 20:39:20,0.2
105,Changi,Melbourne,2023-06-18 16:39:20,1417,6,Coke,8,C2,5.0,3,Success,2023-06-19 02:39:20,0.1
102,Jakarta,Bangkok,2023-06-24 01:11:20,1418,9,Perfume,55,C2,80.0,5,Success,2023-06-24 05:11:20,0.2
104,Changi,Kuching,2023-06-23 14:43:20,1419,4,Sushi,93,A1,30.0,3,Success,2023-06-23 21:43:20,0.2
102,Jakarta,Bangkok,2023-06-24 01:11:20,1420,2,Nasi Lemak,44,B3,15.0,1,Success,2023-06-24 08:11:20,0.7
100,Changi,Bangkok,2023-06-18 00:24:20,1421,10,Hoodie,73,A1,70.0,5,Success,2023-06-18 00:24:20,1.5
109,Jakarta,Bangkok,2023-06-20 02:43:20,1422,6,Coke,66,C3,5.0,3,Success,2023-06-20 06:43:20,0.1
106,Bangkok,Changi,2023-06-18 22:19:20,1423,10,Hoodie,82,C3,70.0,4,Success,2023-06-19 07:19:20,1.5
105,Changi,Melbourne,2023-06-19 12:54:20,1424,4,Sushi,26,C1,30.0,4,Success,2023-06-19 23:54:20,0.2
102,Jakarta,Bangkok,2023-06-20 08:36:20,1425,10,Hoodie,100,C3,70.0,1,Success,2023-06-20 11:36:20,1.5
102,Jakarta,Bangkok,2023-06-24 01:11:20,1426,8,Plane Miniature,68,B3,50.0,4,Success,2023-06-24 10:11:20,0.8
102,Jakarta,Bangkok,2023-06-24 07:03:20,1427,9,Perfume,82,A1,80.0,5,Success,2023-06-24 17:03:20,0.2
102,Jakarta,Bangkok,2023-06-24 01:11:20,1428,2,Nasi Lemak,50,B2,15.0,4,Success,2023-06-24 08:11:20,0.7
105,Changi,Melbourne,2023-06-19 12:54:20,1429,7,Beer,18,C1,8.0,1,Success,2023-06-19 23:54:20,0.3
109,Jakarta,Bangkok,2023-06-23 03:18:20,1430,6,Coke,88,A3,5.0,5,Success,2023-06-23 10:18:20,0.1
103,Manila,Changi,2023-06-21 11:14:20,1431,4,Sushi,93,A2,30.0,2,Success,2023-06-21 12:14:20,0.2
106,Bangkok,Changi,2023-06-18 01:28:20,1432,9,Perfume,98,B1,80.0,4,Success,2023-06-18 11:28:20,0.2
101,Changi,Jakarta,2023-06-23 07:02:20,1433,4,Sushi,52,C3,30.0,1,Success,2023-06-23 18:02:20,0.2
108,Changi,Manila,2023-06-18 10:29:20,1434,6,Coke,32,A1,5.0,2,Success,2023-06-18 13:29:20,0.1
105,Changi,Melbourne,2023-06-18 16:39:20,1435,7,Beer,42,A3,8.0,2,Success,2023-06-18 22:39:20,0.3
107,Jakarta,Changi,2023-06-22 05:54:20,1436,3,Sandwich,73,A1,12.0,4,Success,2023-06-22 10:54:20,0.3
100,Changi,Bangkok,2023-06-18 00:24:20,1437,3,Sandwich,6,C3,12.0,4,Success,2023-06-18 04:24:20,0.3
101,Changi,Jakarta,2023-06-19 04:42:20,1438,1,Briyani,6,A2,25.0,2,Success,2023-06-19 16:42:20,0.5
110,Melbourne,Changi,2023-06-21 19:06:20,1439,5,Dumplings,66,C3,20.0,4,Success,2023-06-22 07:06:20,0.4
103,Manila,Changi,2023-06-22 12:46:20,1440,2,Nasi Lemak,52,A3,15.0,1,Success,2023-06-22 13:46:20,0.7
110,Melbourne,Changi,2023-06-19 07:52:20,1441,9,Perfume,63,B2,80.0,4,Success,2023-06-19 17:52:20,0.2
100,Changi,Bangkok,2023-06-20 07:03:20,1442,2,Nasi Lemak,8,C3,15.0,4,Success,2023-06-20 13:03:20,0.7
100,Changi,Bangkok,2023-06-24 09:47:20,1443,1,Briyani,43,A2,25.0,2,Success,2023-06-24 15:47:20,0.5
102,Jakarta,Bangkok,2023-06-19 06:51:20,1444,8,Plane Miniature,53,B2,50.0,4,Success,2023-06-19 17:51:20,0.8
103,Manila,Changi,2023-06-20 12:38:20,1445,5,Dumplings,62,A2,20.0,3,Success,2023-06-20 21:38:20,0.4
103,Manila,Changi,2023-06-21 11:14:20,1446,9,Perfume,94,C2,80.0,3,Success,2023-06-21 19:14:20,0.2
102,Jakarta,Bangkok,2023-06-24 07:03:20,1447,5,Dumplings,54,B3,20.0,4,Success,2023-06-24 17:03:20,0.4
109,Jakarta,Bangkok,2023-06-23 03:18:20,1448,6,Coke,40,A1,5.0,1,Success,2023-06-23 11:18:20,0.1
101,Changi,Jakarta,2023-06-20 11:23:20,1449,3,Sandwich,63,B3,12.0,5,Success,2023-06-20 22:23:20,0.3
107,Jakarta,Changi,2023-06-21 16:46:20,1450,4,Sushi,3,B1,30.0,4,Success,2023-06-22 03:46:20,0.2
107,Jakarta,Changi,2023-06-20 11:44:20,1451,9,Perfume,35,C3,80.0,2,Success,2023-06-20 22:44:20,0.2
110,Melbourne,Changi,2023-06-19 07:52:20,1452,9,Perfume,100,B3,80.0,3,Success,2023-06-19 18:52:20,0.2
104,Changi,Kuching,2023-06-23 14:43:20,1453,3,Sandwich,49,B1,12.0,1,Success,2023-06-23 23:43:20,0.3
110,Melbourne,Changi,2023-06-19 07:52:20,1454,10,Hoodie,49,B2,70.0,3,Success,2023-06-19 12:52:20,1.5
109,Jakarta,Bangkok,2023-06-18 05:15:20,1455,6,Coke,30,C3,5.0,3,Success,2023-06-18 08:15:20,0.1
107,Jakarta,Changi,2023-06-21 16:46:20,1456,8,Plane Miniature,68,B1,50.0,3,Success,2023-06-22 03:46:20,0.8
107,Jakarta,Changi,2023-06-22 05:54:20,1457,7,Beer,83,A2,8.0,1,Success,2023-06-22 05:54:20,0.3
109,Jakarta,Bangkok,2023-06-21 23:22:20,1458,6,Coke,69,C3,5.0,2,Success,2023-06-22 00:22:20,0.1
102,Jakarta,Bangkok,2023-06-20 08:36:20,1459,7,Beer,83,B3,8.0,3,Success,2023-06-20 08:36:20,0.3
101,Changi,Jakarta,2023-06-19 04:42:20,1460,5,Dumplings,11,C3,20.0,2,Success,2023-06-19 10:42:20,0.4
100,Changi,Bangkok,2023-06-24 09:47:20,1461,8,Plane Miniature,17,A2,50.0,2,Success,2023-06-24 09:47:20,0.8
106,Bangkok,Changi,2023-06-20 12:09:20,1462,10,Hoodie,89,B2,70.0,4,Success,2023-06-20 22:09:20,1.5
101,Changi,Jakarta,2023-06-20 11:23:20,1463,6,Coke,70,C2,5.0,5,Success,2023-06-20 13:23:20,0.1
102,Jakarta,Bangkok,2023-06-20 08:36:20,1464,9,Perfume,100,B3,80.0,1,Success,2023-06-20 13:36:20,0.2
105,Changi,Melbourne,2023-06-21 04:18:20,1465,7,Beer,55,C3,8.0,4,Success,2023-06-21 04:18:20,0.3
101,Changi,Jakarta,2023-06-20 11:23:20,1466,2,Nasi Lemak,38,A3,15.0,2,Success,2023-06-20 21:23:20,0.7
110,Melbourne,Changi,2023-06-18 13:16:20,1467,10,Hoodie,56,B3,70.0,3,Success,2023-06-18 23:16:20,1.5
110,Melbourne,Changi,2023-06-18 13:16:20,1468,5,Dumplings,15,A1,20.0,4,Success,2023-06-18 23:16:20,0.4
107,Jakarta,Changi,2023-06-21 22:18:20,1469,6,Coke,19,C3,5.0,3,Success,2023-06-22 10:18:20,0.1
100,Changi,Bangkok,2023-06-18 00:24:20,1470,2,Nasi Lemak,48,C3,15.0,2,Success,2023-06-18 02:24:20,0.7
109,Jakarta,Bangkok,2023-06-20 02:43:20,1471,6,Coke,100,C2,5.0,4,Success,2023-06-20 12:43:20,0.1
101,Changi,Jakarta,2023-06-19 04:42:20,1472,5,Dumplings,28,C3,20.0,2,Success,2023-06-19 06:42:20,0.4
105,Changi,Melbourne,2023-06-20 11:38:20,1473,6,Coke,47,B1,5.0,3,Success,2023-06-20 21:38:20,0.1
110,Melbourne,Changi,2023-06-23 03:00:20,1474,5,Dumplings,8,A2,20.0,3,Success,2023-06-23 12:00:20,0.4
104,Changi,Kuching,2023-06-23 14:43:20,1475,10,Hoodie,73,B2,70.0,1,Success,2023-06-23 17:43:20,1.5
102,Jakarta,Bangkok,2023-06-24 07:03:20,1476,9,Perfume,18,C1,80.0,3,Success,2023-06-24 08:03:20,0.2
110,Melbourne,Changi,2023-06-18 13:16:20,1477,10,Hoodie,26,C2,70.0,3,Success,2023-06-19 01:16:20,1.5
110,Melbourne,Changi,2023-06-19 07:52:20,1478,9,Perfume,90,B2,80.0,3,Success,2023-06-19 12:52:20,0.2
105,Changi,Melbourne,2023-06-20 20:04:20,1479,4,Sushi,8,B1,30.0,2,Success,2023-06-20 21:04:20,0.2
106,Bangkok,Changi,2023-06-18 20:32:20,1480,8,Plane Miniature,93,B2,50.0,5,Success,2023-06-18 22:32:20,0.8
100,Changi,Bangkok,2023-06-18 17:05:20,1481,5,Dumplings,79,A1,20.0,1,Success,2023-06-19 04:05:20,0.4
102,Jakarta,Bangkok,2023-06-19 06:51:20,1482,8,Plane Miniature,54,B3,50.0,1,Success,2023-06-19 13:51:20,0.8
101,Changi,Jakarta,2023-06-23 07:02:20,1483,1,Briyani,67,A1,25.0,1,Success,2023-06-23 11:02:20,0.5
108,Changi,Manila,2023-06-24 16:46:20,1484,9,Perfume,88,C2,80.0,4,Success,2023-06-24 22:46:20,0.2
101,Changi,Jakarta,2023-06-20 15:02:20,1485,3,Sandwich,18,A1,12.0,3,Success,2023-06-20 19:02:20,0.3
103,Manila,Changi,2023-06-21 01:44:20,1486,5,Dumplings,89,C2,20.0,2,Success,2023-06-21 10:44:20,0.4
110,Melbourne,Changi,2023-06-23 18:58:20,1487,1,Briyani,26,A2,25.0,3,Success,2023-06-23 23:58:20,0.5
106,Bangkok,Changi,2023-06-18 01:28:20,1488,9,Perfume,19,A3,80.0,2,Success,2023-06-18 07:28:20,0.2
109,Jakarta,Bangkok,2023-06-18 05:15:20,1489,6,Coke,28,C1,5.0,1,Success,2023-06-18 16:15:20,0.1
100,Changi,Bangkok,2023-06-18 17:05:20,1490,1,Briyani,63,A3,25.0,1,Success,2023-06-19 04:05:20,0.5
100,Changi,Bangkok,2023-06-20 07:03:20,1491,3,Sandwich,20,C1,12.0,3,Success,2023-06-20 08:03:20,0.3
106,Bangkok,Changi,2023-06-18 20:32:20,1492,9,Perfume,32,A2,80.0,4,Success,2023-06-19 05:32:20,0.2
110,Melbourne,Changi,2023-06-21 19:06:20,1493,10,Hoodie,26,B2,70.0,1,Success,2023-06-22 00:06:20,1.5
103,Manila,Changi,2023-06-21 11:14:20,1494,2,Nasi Lemak,30,B2,15.0,5,Success,2023-06-21 18:14:20,0.7
100,Changi,Bangkok,2023-06-20 07:03:20,1495,3,Sandwich,83,A3,12.0,1,Success,2023-06-20 12:03:20,0.3
106,Bangkok,Changi,2023-06-18 01:28:20,1496,10,Hoodie,10,A1,70.0,1,Success,2023-06-18 11:28:20,1.5
107,Jakarta,Changi,2023-06-23 07:17:20,1497,3,Sandwich,35,B3,12.0,3,Success,2023-06-23 19:17:20,0.3
100,Changi,Bangkok,2023-06-24 09:47:20,1498,2,Nasi Lemak,29,A2,15.0,5,Success,2023-06-24 13:47:20,0.7
108,Changi,Manila,2023-06-22 02:21:20,1499,5,Dumplings,68,C2,20.0,3,Success,2023-06-22 07:21:20,0.4
110,Melbourne,Changi,2023-06-19 07:52:20,1500,10,Hoodie,29,B2,70.0,2,Success,2023-06-19 07:52:20,1.5
105,Changi,Melbourne,2023-06-18 16:39:20,1501,7,Beer,48,C2,8.0,5,Success,2023-06-19 03:39:20,0.3
104,Changi,Kuching,2023-06-20 11:35:20,1502,7,Beer,60,A1,8.0,2,Success,2023-06-20 16:35:20,0.3
102,Jakarta,Bangkok,2023-06-20 08:36:20,1503,8,Plane Miniature,17,C1,50.0,1,Success,2023-06-20 18:36:20,0.8
105,Changi,Melbourne,2023-06-20 11:38:20,1504,7,Beer,82,B2,8.0,5,Success,2023-06-20 19:38:20,0.3
103,Manila,Changi,2023-06-22 12:46:20,1505,5,Dumplings,59,C1,20.0,4,Success,2023-06-22 12:46:20,0.4
105,Changi,Melbourne,2023-06-20 11:38:20,1506,3,Sandwich,62,B3,12.0,4,Success,2023-06-20 19:38:20,0.3
107,Jakarta,Changi,2023-06-22 05:54:20,1507,2,Nasi Lemak,93,B3,15.0,2,Success,2023-06-22 08:54:20,0.7
110,Melbourne,Changi,2023-06-23 18:58:20,1508,1,Briyani,28,B2,25.0,1,Success,2023-06-24 05:58:20,0.5
101,Changi,Jakarta,2023-06-23 07:02:20,1509,6,Coke,30,A2,5.0,5,Success,2023-06-23 10:02:20,0.1
106,Bangkok,Changi,2023-06-20 12:09:20,1510,9,Perfume,45,A2,80.0,3,Success,2023-06-20 21:09:20,0.2
105,Changi,Melbourne,2023-06-18 16:39:20,1511,4,Sushi,57,B2,30.0,2,Success,2023-06-18 18:39:20,0.2
103,Manila,Changi,2023-06-20 12:38:20,1512,10,Hoodie,23,C1,70.0,3,Success,2023-06-20 23:38:20,1.5
100,Changi,Bangkok,2023-06-20 07:03:20,1513,4,Sushi,2,A1,30.0,1,Success,2023-06-20 11:03:20,0.2
109,Jakarta,Bangkok,2023-06-18 05:15:20,1514,6,Coke,90,A2,5.0,3,Success,2023-06-18 11:15:20,0.1
106,Bangkok,Changi,2023-06-18 20:32:20,1515,4,Sushi,99,A2,30.0,5,Success,2023-06-19 06:32:20,0.2
101,Changi,Jakarta,2023-06-20 15:02:20,1516,4,Sushi,85,A2,30.0,3,Success,2023-06-20 20:02:20,0.2
108,Changi,Manila,2023-06-22 02:21:20,1517,4,Sushi,32,C2,30.0,5,Success,2023-06-22 11:21:20,0.2
103,Manila,Changi,2023-06-21 04:34:20,1518,10,Hoodie,20,C1,70.0,3,Success,2023-06-21 10:34:20,1.5
110,Melbourne,Changi,2023-06-23 18:58:20,1519,7,Beer,59,A2,8.0,1,Success,2023-06-24 00:58:20,0.3
107,Jakarta,Changi,2023-06-20 11:44:20,1520,2,Nasi Lemak,46,C3,15.0,5,Success,2023-06-20 19:44:20,0.7
102,Jakarta,Bangkok,2023-06-24 01:11:20,1521,10,Hoodie,100,A3,70.0,5,Success,2023-06-24 12:11:20,1.5
101,Changi,Jakarta,2023-06-19 04:42:20,1522,6,Coke,91,A1,5.0,2,Success,2023-06-19 12:42:20,0.1
109,Jakarta,Bangkok,2023-06-21 23:22:20,1523,3,Sandwich,77,A3,12.0,1,Success,2023-06-22 03:22:20,0.3
106,Bangkok,Changi,2023-06-18 22:19:20,1524,6,Coke,15,A2,5.0,4,Success,2023-06-19 01:19:20,0.1
108,Changi,Manila,2023-06-21 20:27:20,1525,5,Dumplings,56,B1,20.0,3,Success,2023-06-22 02:27:20,0.4
101,Changi,Jakarta,2023-06-18 19:35:20,1526,4,Sushi,2,C1,30.0,1,Success,2023-06-19 00:35:20,0.2
100,Changi,Bangkok,2023-06-24 09:47:20,1527,1,Briyani,85,A1,25.0,5,Success,2023-06-24 15:47:20,0.5
108,Changi,Manila,2023-06-18 10:29:20,1528,8,Plane Miniature,72,B2,50.0,5,Success,2023-06-18 21:29:20,0.8
108,Changi,Manila,2023-06-21 20:27:20,1529,1,Briyani,29,A2,25.0,4,Success,2023-06-22 04:27:20,0.5
103,Manila,Changi,2023-06-21 01:44:20,1530,2,Nasi Lemak,20,C2,15.0,4,Success,2023-06-21 12:44:20,0.7
101,Changi,Jakarta,2023-06-20 15:02:20,1531,4,Sushi,93,A1,30.0,5,Success,2023-06-20 23:02:20,0.2
105,Changi,Melbourne,2023-06-18 16:39:20,1532,7,Beer,98,B2,8.0,2,Success,2023-06-18 23:39:20,0.3
105,Changi,Melbourne,2023-06-19 12:54:20,1533,4,Sushi,57,C3,30.0,1,Success,2023-06-19 13:54:20,0.2
102,Jakarta,Bangkok,2023-06-24 07:03:20,1534,8,Plane Miniature,58,B3,50.0,2,Success,2023-06-24 15:03:20,0.8
101,Changi,Jakarta,2023-06-20 15:02:20,1535,2,Nasi Lemak,36,C1,15.0,2,Success,2023-06-21 02:02:20,0.7
110,Melbourne,Changi,2023-06-23 03:00:20,1536,9,Perfume,9,B3,80.0,4,Success,2023-06-23 14:00:20,0.2
103,Manila,Changi,2023-06-21 11:14:20,1537,2,Nasi Lemak,9,A3,15.0,4,Success,2023-06-21 21:14:20,0.7
102,Jakarta,Bangkok,2023-06-22 16:43:20,1538,8,Plane Miniature,7,B1,50.0,2,Success,2023-06-22 19:43:20,0.8
109,Jakarta,Bangkok,2023-06-21 23:22:20,1539,7,Beer,12,B2,8.0,1,Success,2023-06-22 00:22:20,0.3
109,Jakarta,Bangkok,2023-06-21 19:47:20,1540,2,Nasi Lemak,80,B1,15.0,1,Success,2023-06-21 22:47:20,0.7
104,Changi,Kuching,2023-06-23 23:07:20,1541,9,Perfume,94,B2,80.0,4,Success,2023-06-24 06:07:20,0.2
102,Jakarta,Bangkok,2023-06-24 01:11:20,1542,9,Perfume,64,B3,80.0,2,Success,2023-06-24 01:11:20,0.2
108,Changi,Manila,2023-06-21 20:27:20,1543,3,Sandwich,50,A2,12.0,1,Success,2023-06-21 23:27:20,0.3
103,Manila,Changi,2023-06-20 12:38:20,1544,2,Nasi Lemak,92,C2,15.0,2,Success,2023-06-20 18:38:20,0.7
101,Changi,Jakarta,2023-06-20 11:23:20,1545,6,Coke,83,C2,5.0,4,Success,2023-06-20 12:23:20,0.1
100,Changi,Bangkok,2023-06-18 00:24:20,1546,3,Sandwich,99,B1,12.0,2,Success,2023-06-18 09:24:20,0.3
107,Jakarta,Changi,2023-06-23 07:17:20,1547,3,Sandwich,38,C2,12.0,1,Success,2023-06-23 12:17:20,0.3
105,Changi,Melbourne,2023-06-20 11:38:20,1548,4,Sushi,100,B1,30.0,1,Success,2023-06-20 18:38:20,0.2
109,Jakarta,Bangkok,2023-06-21 23:22:20,1549,7,Beer,49,B2,8.0,2,Success,2023-06-22 00:22:20,0.3
101,Changi,Jakarta,2023-06-20 15:02:20,1550,10,Hoodie,49,B2,70.0,5,Success,2023-06-20 19:02:20,1.5
104,Changi,Kuching,2023-06-21 04:39:20,1551,8,Plane Miniature,73,A3,50.0,3,Success,2023-06-21 12:39:20,0.8
107,Jakarta,Changi,2023-06-20 11:44:20,1552,2,Nasi Lemak,33,C3,15.0,3,Success,2023-06-20 11:44:20,0.7
110,Melbourne,Changi,2023-06-23 18:58:20,1553,8,Plane Miniature,60,C1,50.0,5,Success,2023-06-24 06:58:20,0.8
105,Changi,Melbourne,2023-06-19 12:54:20,1554,7,Beer,9,C3,8.0,5,Success,2023-06-19 19:54:20,0.3
108,Changi,Manila,2023-06-22 02:21:20,1555,3,Sandwich,42,A1,12.0,5,Success,2023-06-22 03:21:20,0.3
104,Changi,Kuching,2023-06-20 11:35:20,1556,3,Sandwich,95,C2,12.0,5,Success,2023-06-20 17:35:20,0.3
107,Jakarta,Changi,2023-06-21 22:18:20,1557,7,Beer,24,C2,8.0,2,Success,2023-06-22 04:18:20,0.3
106,Bangkok,Changi,2023-06-18 22:19:20,1558,10,Hoodie,89,C2,70.0,5,Success,2023-06-19 02:19:20,1.5
110,Melbourne,Changi,2023-06-23 03:00:20,1559,7,Beer,6,B2,8.0,5,Success,2023-06-23 14:00:20,0.3
107,Jakarta,Changi,2023-06-20 11:44:20,1560,2,Nasi Lemak,81,A2,15.0,4,Success,2023-06-20 14:44:20,0.7
100,Changi,Bangkok,2023-06-24 09:47:20,1561,9,Perfume,78,A1,80.0,4,Success,2023-06-24 09:47:20,0.2
105,Changi,Melbourne,2023-06-20 20:04:20,1562,7,Beer,56,B1,8.0,1,Success,2023-06-20 22:04:20,0.3
110,Melbourne,Changi,2023-06-18 13:16:20,1563,9,Perfume,4,C3,80.0,5,Success,2023-06-18 18:16:20,0.2
104,Changi,Kuching,2023-06-17 18:46:20,1564,6,Coke,22,A2,5.0,1,Success,2023-06-18 05:46:20,0.1
109,Jakarta,Bangkok,2023-06-20 02:43:20,1565,6,Coke,65,C3,5.0,2,Success,2023-06-20 10:43:20,0.1
102,Jakarta,Bangkok,2023-06-19 06:51:20,1566,8,Plane Miniature,25,C3,50.0,3,Success,2023-06-19 06:51:20,0.8
107,Jakarta,Changi,2023-06-20 11:44:20,1567,2,Nasi Lemak,94,B1,15.0,1,Success,2023-06-20 23:44:20,0.7
106,Bangkok,Changi,2023-06-18 22:19:20,1568,9,Perfume,54,B2,80.0,1,Success,2023-06-19 06:19:20,0.2
101,Changi,Jakarta,2023-06-23 07:02:20,1569,6,Coke,63,C3,5.0,2,Success,2023-06-23 18:02:20,0.1
101,Changi,Jakarta,2023-06-19 04:42:20,1570,5,Dumplings,44,C1,20.0,1,Success,2023-06-19 16:42:20,0.4
104,Changi,Kuching,2023-06-23 23:07:20,1571,3,Sandwich,71,C2,12.0,2,Success,2023-06-24 08:07:20,0.3
107,Jakarta,Changi,2023-06-21 16:46:20,1572,1,Briyani,38,B1,25.0,4,Success,2023-06-21 22:46:20,0.5
106,Bangkok,Changi,2023-06-18 22:19:20,1573,10,Hoodie,88,C3,70.0,3,Success,2023-06-19 00:19:20,1.5
107,Jakarta,Changi,2023-06-21 22:18:20,1574,3,Sandwich,19,B3,12.0,3,Success,2023-06-22 06:18:20,0.3
100,Changi,Bangkok,2023-06-20 07:03:20,1575,3,Sandwich,50,B1,12.0,5,Success,2023-06-20 09:03:20,0.3
102,Jakarta,Bangkok,2023-06-20 08:36:20,1576,8,Plane Miniature,53,A3,50.0,4,Success,2023-06-20 09:36:20,0.8
102,Jakarta,Bangkok,2023-06-24 01:11:20,1577,9,Perfume,89,C2,80.0,1,Success,2023-06-24 10:11:20,0.2
104,Changi,Kuching,2023-06-23 14:43:20,1578,2,Nasi Lemak,99,C1,15.0,5,Success,2023-06-23 17:43:20,0.7
106,Bangkok,Changi,2023-06-18 01:28:20,1579,10,Hoodie,7,C2,70.0,1,Success,2023-06-18 05:28:20,1.5
105,Changi,Melbourne,2023-06-21 04:18:20,1580,9,Perfume,60,B3,80.0,2,Success,2023-06-21 13:18:20,0.2
106,Bangkok,Changi,2023-06-18 22:19:20,1581,10,Hoodie,4,C1,70.0,1,Success,2023-06-19 00:19:20,1.5
100,Changi,Bangkok,2023-06-24 09:47:20,1582,3,Sandwich,27,A2,12.0,3,Success,2023-06-24 16:47:20,0.3
102,Jakarta,Bangkok,2023-06-22 16:43:20,1583,3,Sandwich,83,C3,12.0,2,Success,2023-06-22 19:43:20,0.3
110,Melbourne,Changi,2023-06-21 19:06:20,1584,9,Perfume,75,C3,80.0,3,Success,2023-06-22 03:06:20,0.2
101,Changi,Jakarta,2023-06-20 11:23:20,1585,7,Beer,4,C1,8.0,4,Success,2023-06-20 22:23:20,0.3
108,Changi,Manila,2023-06-20 14:11:20,1586,5,Dumplings,16,C1,20.0,2,Success,2023-06-20 18:11:20,0.4
103,Manila,Changi,2023-06-21 04:34:20,1587,2,Nasi Lemak,99,A2,15.0,5,Success,2023-06-21 09:34:20,0.7
103,Manila,Changi,2023-06-21 01:44:20,1588,5,Dumplings,65,A1,20.0,5,Success,2023-06-21 11:44:20,0.4
107,Jakarta,Changi,2023-06-21 22:18:20,1589,3,Sandwich,86,C2,12.0,5,Success,2023-06-21 22:18:20,0.3
100,Changi,Bangkok,2023-06-20 07:03:20,1590,3,Sandwich,5,A1,12.0,2,Success,2023-06-20 13:03:20,0.3
100,Changi,Bangkok,2023-06-23 20:03:20,1591,4,Sushi,70,A2,30.0,5,Success,2023-06-23 23:03:20,0.2
101,Changi,Jakarta,2023-06-20 11:23:20,1592,9,Perfume,33,A3,80.0,3,Success,2023-06-20 20:23:20,0.2
106,Bangkok,Changi,2023-06-20 12:09:20,1593,5,Dumplings,32,A1,20.0,1,Success,2023-06-20 23:09:20,0.4
100,Changi,Bangkok,2023-06-20 07:03:20,1594,2,Nasi Lemak,95,C2,15.0,5,Success,2023-06-20 13:03:20,0.7
108,Changi,Manila,2023-06-18 10:29:20,1595,5,Dumplings,30,C2,20.0,4,Success,2023-06-18 22:29:20,0.4
102,Jakarta,Bangkok,2023-06-24 07:03:20,1596,4,Sushi,77,B2,30.0,5,Success,2023-06-24 09:03:20,0.2
107,Jakarta,Changi,2023-06-22 05:54:20,1597,2,Nasi Lemak,12,A1,15.0,2,Success,2023-06-22 12:54:20,0.7
103,Manila,Changi,2023-06-21 01:44:20,1598,6,Coke,34,C3,5.0,4,Success,2023-06-21 07:44:20,0.1
104,Changi,Kuching,2023-06-20 11:35:20,1599,6,Coke,86,B3,5.0,1,Success,2023-06-20 18:35:20,0.1
104,Changi,Kuching,2023-06-20 11:35:20,1600,8,Plane Miniature,32,A3,50.0,1,Success,2023-06-20 11:35:20,0.8
105,Changi,Melbourne,2023-06-21 04:18:20,1601,7,Beer,21,A1,8.0,4,Success,2023-06-21 08:18:20,0.3
104,Changi,Kuching,2023-06-23 14:43:20,1602,8,Plane Miniature,52,B3,50.0,5,Success,2023-06-23 15:43:20,0.8
110,Melbourne,Changi,2023-06-23 03:00:20,1603,7,Beer,61,A2,8.0,1,Success,2023-06-23 06:00:20,0.3
109,Jakarta,Bangkok,2023-06-21 19:47:20,1604,1,Briyani,4,C3,25.0,3,Success,2023-06-21 19:47:20,0.5
102,Jakarta,Bangkok,2023-06-19 06:51:20,1605,5,Dumplings,71,B3,20.0,5,Success,2023-06-19 13:51:20,0.4
